Instruction,Response
Complete the following sentence,"We are social animals. If someone is angry with you, it’s important to remain warm-hearted towards them. Today’s enemy may become tomorrow’s friend. If they behave negatively towards you and you are hostile in return there’ll be no end to the trouble between you."
Complete the following sentence,"In seeking to find the source of happiness within us, we need a map of our mind and emotions. We need to understand how to manage our emotions, how to counter those that are negative and cultivate those that are positive. That is the way to find peace within."
Complete the following sentence,The problems humanity faces today demand a positive mental attitude and a sense of compassion for others. I firmly believe we can solve the majority of our problems by developing a sense of universal responsibility—wanting to do something for others without a selfish motive.
Complete the following sentence,"Happiness derived from mere physical comfort tends to be shallow and fleeting. It fails to pacify anxiety and fear. Whereas if we have a calm mind it is effective in overcoming even physical pain, therefore we should not neglect the inner values that are a source of a calm mind."
Complete the following sentence,"We should use our unique human intelligence to solve challenges we face, and never give up or tell ourselves there's no hope. If we have a positive goal and we're well-motivated to seek the well-being of others, no matter how difficult it is to achieve, we can remain determined."
Complete the following sentence,"I am determined to help young people in any way I can, because they are the future of the world. And the first step in establishing good communications with other people is to smile. I don't like formality. There's no formality when we are born, nor when we die."
Complete the following sentence,"If we want to see a more peaceful world, we have to learn to collaborate. Young people shouldn’t follow previous patterns of behaviour. New conditions, like our interdependent, globalised world, require new ideas. Dividing people into ‘us’ and ‘them’ is out of date."
Complete the following sentence,"People face difficulties in many parts of the world, but since all seven billion of us live on this one planet we should be united and stand in solidarity with each other. When this blue planet is viewed from space, there are no national boundaries to be seen."
Complete the following sentence,"I'm a human being, a citizen of a world in which we are all dependent on each other, a world in which we need a greater sense of concern for the welfare of others. Wherever I go I like to meet members of the public so I can share these ideas with them."
Complete the following sentence,"Today, there is too strong a sense of ‘us’ and ‘them’. There’s too much sense of ‘my friends’ or ‘my enemy’. But we can change that. I’m committed to the idea of the oneness of humanity. As human beings we are all the same. What’s more we all have to live together on this planet."
Complete the following sentence,"Entering into dialogue and talking things through is the only proper way of restraining people intent on perpetuating violent conflict. It is important to make clear that in the 21st century old ways of thinking, such as dependence on the use of force, are no longer appropriate."
Complete the following sentence,"People today may feel anxious about the future, but we can take strength from the fact that more and more of us are genuinely concerned to protect the environment, taking account of the welfare of the whole of humanity, as well as the health of the planet, our only home."
Complete the following sentence,"The ability to smile seems to be unique to human beings. As social animals we need friends. Friendship is based on trust and trust grows when we show each other genuine affection. If we are honest, truthful and of service to others, we  can also feel self-confident"
Complete the following sentence,"Our intelligence helps us regulate our emotions. Fear, for example, is based on mistrust and a lack of self-confidence. If, on the other hand, we remain honest and truthful, open and tolerant, we will not only have greater self-confidence we’ll easily overcome fear."
Complete the following sentence,"There is time for us to create a better, happier world, but we can’t sit back and expect a miracle. We each have actions we must take, by living our lives meaningfully — helping others whenever we can and making every effort to do them no harm."
Complete the following sentence,"Our lives depend on hope. If you have hope, you’ll be able to overcome problems you face. But if you’re without hope, your difficulties will increase. Hope is linked to compassion and loving kindness."
Complete the following sentence,"I’m sorry to learn that my good friend, Gandhian environmentalist, Shri Sunderlal Bahuguna has passed away. Some years ago he asked me to spread the word about the importance of planting trees and caring for them whenever I can and I promised to do so. "
Complete the following sentence,"Peace of mind and physical well-being are closely related. Some years ago, a scientist at Emory University told me that continuous anger, fear and suspicion tend to eat into our immune system. Besides, peace of mind and warm-heartedness bring us confidence."
Complete the following sentence,"We are self-centred and selfish, but we need to be wisely selfish, not foolishly so. If we neglect others, we too lose. We have to support others. We can educate people to understand that the best way to fulfil their own interest is to be concerned about the welfare of others."
Complete the following sentence,"Gradually people are beginning to recognize that peace of mind has an important role to play in our day to day lives. Mental afflictions like anger, fear and frustration detract from our good health, so, all seven billion human beings alive today need peace of mind here and now."
Complete the following sentence,"When we're born, our mothers show us compassion. This is a natural response without which we wouldn't survive. Our lives begin with an experience of kindness and compassion. Mothers’ Day is a good day to remember how important compassion can be."
Complete the following sentence,Everybody knows that love and compassion are important. Now the time has come when we’re experiencing the limitations of material values. We’re facing many unnecessary problems. So gradually we’re returning to our basic human values with a new appreciation.
Complete the following sentence,"On Earth Day 2021, I appeal to my brothers and sisters throughout the world to look at the challenges and the opportunities before us on this one blue planet that we share. Let us commit ourselves to making a positive difference to the earth’s environment. "
Complete the following sentence,"I pray each day that every human being, indeed every sentient being, should be happy. So, if you come across individuals facing problems, help them. Share their problems and try to bring them peace of mind. Wherever you live, try to create a happy community."
Complete the following sentence,"I often say that we should eliminate the notion of ‘them'. ‘We' should be enough; the whole world is part of ‘us'. This isn't some kind of old-fashioned way of thinking, or an altruistic forgetting of your own interests. I want happiness and in order to achieve that, I need you."
Complete the following sentence,"Why do we need compassion? Experience tells us that it brings inner strength. It also benefits others and we face many unnecessary problems when we lack it. To understand this we must develop a holistic way of seeing the bigger picture, which means we must use our intelligence."
Complete the following sentence,"We need to learn to manage our emotions and achieve inner peace. Our education should include an understanding of how to achieve peace of mind. Education should teach us how to live properly, how to balance our wish for physical comfort with mental comfort."
Complete the following sentence,"Warm-heartedness. Even animals appreciate it. If you are motivated by loving kindness, it will be reflected in the happy expression on your face. Real beauty is inner beauty."
Complete the following sentence,"We must nurture positive things. Positive emotions are really a benefit to yourself and others. Warmheartedness and a sense of responsibility clearly have an important role in modern society, in every field. Training can make a difference, so we need to plan a better education."
Complete the following sentence,"We have a basic instinct for compassion, but we need to develop it. Concern for others is related to human rights and everyone needs to be assured of their human rights because everyone wants and has a right to be happy."
Complete the following sentence,"What gives me hope is that if we dig deeper into how our emotions work, we find that attachment and hatred depend on a misconception of reality. We can evaluate them, weighing their pros and cons. We need to use our intelligence to regulate such emotions."
Complete the following sentence,"If you focus narrowly on the problem as you see it, you might well lose hope, but if you look at it from a wider perspective, it's easier to be more positive. When I decided to leave Tibet, we set out not knowing if we’d live to see the following day - but I never gave up hope."
Complete the following sentence,"When I meet people, I just think of myself as another human being, I don’t think about being a Buddhist, a Tibetan or the Dalai Lama, just a human being — I find it’s easier to make friends that way. And I find that a smile is a true expression of friendship."
Complete the following sentence,"For most of us, our mother is our first teacher. In my own case, it was my mother who first revealed to me the power of compassion. Since they are especially skilled in nurturing compassion and human values, we need women to take the lead in creating a more compassionate society."
Complete the following sentence,"As we teach children to observe physical hygiene for its health benefits, we need to teach them to cultivate emotional hygiene — to tackle destructive emotions and find peace of mind."
Complete the following sentence,"Friendship depends on trust and trust depends on having a strong sense of concern for the welfare of others. Be honest, truthful and warm-hearted. Make compassion the basis of your determination. Think of what the future can be, not what happened in the past."
Complete the following sentence,"If you focus narrowly on the problem as you see it, you might well lose hope, but if you look at it from a wider perspective, it's easier to be more positive. When I decided to leave Tibet, we set out not knowing if we would live to see the following day, but I never gave up hope"
Complete the following sentence,"Compassion is the basis of our survival, not just a religious matter. Our very life depends on the affection of others, so it's in our interest to take their concerns into account. We must think more about inner values and cultivate compassion in our own lives."
Complete the following sentence,"II offer my condolences to those who have lost loved ones as a result of the recent glacial burst in the Chamoli district of Uttarakhand, India, and pray for them. I also pray for the safety and well being of those who are still missing."
Complete the following sentence,"We must try to incorporate understanding of the workings of our emotions and the ways to tackle them into our education system. If we are kind and compassionate, we’ll be honest. That leads to trust, stability and friendship."
Complete the following sentence,"I feel I am just another human being, a part of the world in which I live. Therefore, I’m never lonely. I think of whoever I meet as being the same as me. We don’t need to be introduced. If they have two eyes, one nose and a mouth, I think of other people as being human like me."
Complete the following sentence,"Warm-heartedness and compassion are conducive to our physical and mental well-being — anger, hatred and fear are not. This is why some scientists today talk about warm-heartedness ensuring a 'healthy mind and a healthy body'."
Complete the following sentence,I offer my profound congratulations to Joe Biden on becoming President of the United States of America. I am so pleased that he is giving high priority to the urgent issue of climate change. I pray for his success in meeting the challenges that lie ahead.
Complete the following sentence,"Peace is not brought about through conflict, but through compassion — creating peace of mind within ourselves. We all need compassion and women can take a lead role in bringing this about. My own first teacher of kindness and compassion was my mother."
Complete the following sentence,"I regard a compassionate, warm, kindhearted person as healthy. If you maintain a feeling of compassion, loving kindness, something automatically opens your inner door, through which you can communicate much more easily with other people — you'll find that they are just like you."
Complete the following sentence,"Patience doesn’t arise spontaneously, we have to make an effort and familiarize ourselves with it. What’s more, it’s those hostile to us rather than our friends who teach us patience."
Complete the following sentence,"Wherever I go, I try to cultivate a sense of the oneness of humanity. I see everyone I meet as being essentially the same. And people respond positively to this. Animals too. Fear leads to isolation, so it's helpful to be open to others."
Complete the following sentence,"We must find secular ways to cultivate warm-heartedness — to educate ourselves about inner values. The source of a happy life is within us. Troublemakers in many parts of the world are often well educated, so it’s not just education we need. We must pay attention to inner values."
Complete the following sentence,"Infants, even before they can talk, show a preference for examples of helpful behaviour and turn away from illustrations of harm. The conclusion is that basic human nature is positive and kind. Therefore, cultivating warm-heartedness and compassion is something we can all do."
Complete the following sentence,"If those of you who are young today are going to fulfil a vision for a happier, more peaceful future in this world, you need to learn to live each day in a more meaningful way. You need to sharpen your human intelligence through study, but you also need to develop a warm heart."
Complete the following sentence,"We must learn that humanity is one big family. We’re all brothers and sisters: physically, mentally and emotionally the same. But we still focus far too much on differences instead of what we have in common. After all, every one of us is born the same way and dies the same way."
Complete the following sentence,"We can no longer keep exploiting the resources of this earth-the trees, the water and the minerals-without any care for the coming generations. It is common sense that we cannot survive if we keep working against nature. We must learn to live in harmony with nature."
Complete the following sentence,"Modern science doesn’t include a deep understanding of the workings of mind and emotions, but some scientists are showing an interest in finding out. We need to cultivate emotional hygiene — learning how to reduce anger, anxiety and fear. The key is to cultivate peace of mind."
Complete the following sentence,I’d like to congratulate Ranjitsinh Disale on being named the world's most exceptional teacher and to express my admiration for his generosity in sharing half the prize money with runners up in the competition. He has set an example of compassion in action
Complete the following sentence,"We can learn how to cultivate peace of mind. Then, we can apply our intelligence to extend a compassionate attitude on an individual, family, community and global level. It’s our nature to be compassionate, so education can teach us to appreciate that we’re brothers and sisters."
Complete the following sentence,"Just as we teach children to observe physical hygiene for its benefits to our health, we need to teach them to cultivate emotional hygiene. They need to learn how to tackle their destructive emotions and achieve peace of mind."
Complete the following sentence,"The aim of education should be to train happy individuals who make up a peaceful society. It requires warm-heartedness and taking a broad-minded, holistic and far-sighted approach that enables people to cope, whatever happens. It entails focussing on the good of the community."
Complete the following sentence,"When you think about the difficulties you face in your life, think about all the other people who have a similar experience of suffering. We need a keen sense of the oneness of humanity, remembering what we have in common with everyone else."
Complete the following sentence,"I’m just a simple Buddhist monk but I’m trying to help others lead a happy life, to learn to appreciate what a difference it makes to find peace of mind. That’s my dream. One of my main practices is the cultivation of altruism —  it’s what I think about the moment I wake up."
Complete the following sentence,I’d like to offer my hearty congratulations to Joe Biden on his election as the next President of the United States of America. Humanity places great hope in the democratic vision of the U.S. as leader of the free world.
Complete the following sentence,"Ask children whether they prefer smiling faces or stern ones. Obviously, the way to bring about harmony and friendship is to smile. We need to cultivate such childlike attributes that are the basis of human values and remember that we are the same and have to live together."
Complete the following sentence,"We are truly brothers and sisters. We all face the same kind of problems and we all have the ability to overcome them. That means putting our human brains to good use, combined with a strong sense of warm-heartedness."
Complete the following sentence,"Like anything else, life has a beginning and in due course must end. In between those two events the important goal should be to live meaningfully, not to create trouble for others. If we can do that, when the end comes, we can go feeling at peace."
Complete the following sentence,"As an avowed campaigner for the elimination of all nuclear weapons, I welcome the fact that the Treaty on the Prohibition of Nuclear Weapons has now been ratified by fifty countries and will come into force from January next year."
Complete the following sentence,"To achieve peace of mind it’s important to have patience and it’s people who are hostile and antagonistic rather than our friends who teach us patience. It’s not difficult to make your friends smile, but bringing a smile to your enemy’s face is a real achievement."
Complete the following sentence,"Wherever you live, try to create a happy community. I pray that every human being, indeed every sentient being, should be happy. So, if you come across individuals facing problems, help them. Share their problems and try to bring them peace of mind."
Complete the following sentence,"I congratulate Jacinda Ardern on her party's resounding victory in the New Zealand general election. I admire the courage, wisdom and leadership, as well as the calm, compassion and respect for others, she has shown in these challenging times."
Complete the following sentence,"Ideas may start with a single individual, but they grow as they are taken up by humanity at large. Young people can make a definite contribution to peace in the world."
Complete the following sentence,"Happiness can just refer to the pleasure we find on a sensory level, but real happiness is related to peace of mind. If we have a calm mind, fear and suspicion are reduced. Fear is a major source of unhappiness"
Complete the following sentence,I would like to congratulate the United Nations World Food Programme (WFP) on being awarded this year's Nobel Peace Prize for its efforts to combat hunger and improve conditions for peace in regions of conflict.
Complete the following sentence,"In our world today, everyone wants to live a happy life and indeed everyone has a right to a happy life. Yet we face problems, many of which are of our own making. If we look a little deeper, we may see that loving kindness is the key to our survival."
Complete the following sentence,"Today, the world is interdependent as never before, which is why we need a keen sense of the oneness of all human beings. We have to take the whole of humanity into account. We have to understand what we have in common with everyone else."
Complete the following sentence,In a materialistically oriented world there isn’t much understanding of the workings of the mind. What’s necessary is to recognise the trouble caused by negative emotions and that we can develop antidotes to them. The antidote to fear and anger is compassion
Complete the following sentence,Where education advances material goals it should also include instruction about our mind and emotions—how to achieve a calm mind and develop altruism. An important part of establishing peace of mind is being able to apply emotional hygiene—learning to tackle destructive emotions
Complete the following sentence,"Happiness can just refer to the pleasure we find on a sensory level, but real happiness is related to peace of mind. If we have a calm mind, fear and suspicion are reduced. Fear is a major source of unhappiness."
Complete the following sentence,Violence is not so much about the use of weapons as about the motive we have in our hearts. External disarmament will only be achieved if we first achieve inner disarmament. World peace will only be won on the basis of inner peace — achieving that is our #PeaceDayChallenge
Complete the following sentence,"As human beings we essentially belong to the same family and we have to think of each other as part of ‘us’. To develop peace in the world, we have to educate people to understand that we are all the same in being human."
Complete the following sentence,I have no hesitation in supporting initiatives that help protect the environment. This is a question of survival because this beautiful blue planet is our only home. 
Complete the following sentence,"We all have troublesome emotions as well as the positive ones that bring us inner strength and tranquillity. It’s important for us to be aware of our potential and let this inspire our self-confidence. To look only at the negative side and feel hopeless, is, I think, a wrong view"
Complete the following sentence,"If we have a positive mental attitude, then even when surrounded by hostility, we’ll not lack inner peace. But if our attitude is negative, influenced by fear, suspicion, or helplessness, even when surrounded by our best friends, in comfortable surroundings, we won’t be happy."
Complete the following sentence,"To me, all these features that differentiate us, like wealth, position, status, and so on, are secondary. I truly believe we can learn to relate to one another on the basis of our shared humanity. And if individuals can learn to do that, there’ll immediately be a basis for trust."
Complete the following sentence,"Education today tends to focus on material goals. We seek sensory gratification in music or good things to look at, taste and touch. We may enjoy watching a game of sport, but once it ends the joy is over. What we really need is happiness that is rooted in the power of the mind."
Complete the following sentence,"The real destroyer of our peace of mind isn’t an external weapon or enemy, but our own destructive emotions. Neither our friends nor even the Buddha provide an opportunity to practice patience in the way that a hostile person does. And in so doing, an enemy can become our teacher"
Complete the following sentence,"Here and now in the 21st century, with the help of what scientists have learned about the brain, we need to learn how to achieve peace of mind. This is crucial, since world peace can only be built by individuals who are at peace with themselves."
Complete the following sentence,"We can’t remove external problems at will, but in terms of our inner world we can develop tolerance, forgiveness and contentment. If we have developed peace of mind, we can remain calm no matter what happens in the outside world."
Complete the following sentence,"I commend the state government and all those engaged in providing relief to people affected by this natural calamity. As a mark of solidarity with the people of Bihar, I have asked the Dalai Lama Trust to make a donation to the relief and rescue efforts."
Complete the following sentence,"As soon as I wake up in the morning, I remind myself that nothing exists as it appears. Then I think about sentient beings who want happiness, but experience suffering. I generate compassion for them, determined to help them as much as I can to eliminate their negative emotions."
Complete the following sentence,"On the occasion of the 75th anniversary of the atomic bombings of Hiroshima and Nagasaki, I take the opportunity to urge governments, organizations and individuals to rededicate themselves to making the achievement of peace the centerpiece of our lives."
Complete the following sentence,John Hume’s deep conviction in the power of dialogue and negotiations to resolve conflict was unwavering. It was his leadership and his faith in the power of negotiations that enabled the 1998 Good Friday Agreement to be reached — an example for us all. 
Complete the following sentence,"Young children are naturally honest, open and appreciate affection. Some scientists say that human beings are social animals with a natural concern for their own community. We see this among children. When they are young, they are naturally kind."
Complete the following sentence,Taiwanese President Lee Teng-hui’s contribution to Taiwan's democratic development was an exceptional achievement. The best tribute we can pay him is to remember his courage and determination and emulate his dedication to democracy.
Complete the following sentence,"The practice of compassion and altruism brings us peace of mind. Even if we face trouble or someone is critical of something we’ve said or done, compassion enables us to feel grateful to them. Compassion is the best counter measure to anger, anxiety and so forth."
Complete the following sentence,It is heartening to know that European Union leaders have succeeded in meeting one of the toughest challenges in the organization’s history by agreeing a package of measures to rescue their economies from the disruption caused by the pandemic. 
Complete the following sentence,"We are social animals, we have a natural concern for other members of our community. It's they on whom our lives depend. This is why we need to teach our children about their emotions and how to tackle those that are destructive. Our aim is a community of healthy human beings."
Complete the following sentence,"Regarding other human beings as our brothers and sisters can make our lives happier and more meaningful. Some people think that when we cultivate compassion and affection for others only they benefit—in fact, we ourselves derive great benefit and satisfaction from such conduct"
Complete the following sentence,"Peace means no disturbance, no danger. It relates to our mental attitude. If we have a calm mind, obstacles will be less disruptive. What’s important to realize is that ultimately peace of mind is within us, it takes a warm heart and using our intelligence."
Complete the following sentence,"All human beings have the capacity to be determined and to direct that determination in whatever direction they like. Realizing we have this potential gives us a fundamental strength, enabling us to deal with any difficulty, whatever situation we are facing, without losing hope."
Complete the following sentence,"Wherever I go, I always feel the people I meet are the same as human beings like me. Scientists have also observed that we human beings are social animals. We have a sense of community. Right from birth we have the same feelings of closeness to those around us."
Complete the following sentence,"Fundamentally human beings are the same. Imagine being lost in some remote place and suddenly seeing someone coming towards you over the horizon. You wouldn't care about their race, nationality or religious faith, you'd be filled with the joy of encountering another human being."
Complete the following sentence,"As a result of material development and modern education, people commonly seek happiness in external things, but neglect their minds. True, lasting happiness depends on our taming our unruly minds. This is not so much about intellectual development as cultivating a warm heart."
Complete the following sentence,"Scientists declare that it's human nature to be compassionate. All living beings who experience feelings of pleasure and pain ultimately survive as a result of love and compassion. If we human beings help each other, serve each other, with compassion, we'll be happy."
Complete the following sentence,"On World Environment Day — global responsibility and a proper inner environment within each of us will contribute to the conservation and protection of our common mother, the Earth, ensuring the survival of life as we know it, in all its diversity, beauty and sustainability."
Complete the following sentence,"Material development is important, but it only provides physical comfort. Peace of mind contributes to good health. Families that are moved by kindness, whether rich or poor, are happy; whereas those that are rich, but lacking in kindness and affection are unhappy."
Complete the following sentence,"My mother was undoubtedly one of the kindest people I have ever known. She was truly wonderful and was loved, I am certain, by all who knew her. She was very compassionate and felt concern for everyone, glad to give food to others even if it meant she went hungry herself."
Complete the following sentence,"The very purpose of spirituality is self-discipline. Rather than criticizing others, we should evaluate and criticize ourselves. Ask yourself, what am I doing about my anger, my attachment, my pride, my jealousy? These are the things we should check in our day to day lives."
Complete the following sentence,Change starts with us as individuals. If one individual becomes more compassionate it will influence others and so we will change the world.
Complete the following sentence,"In our world today, we’re heavily dependent upon each other. It’s essential, therefore, that we cooperate with one another—then we’ll be able to solve many problems. Good relations, heart to heart, are important and necessary—everything depends upon our having a good motivation."
Complete the following sentence,"We can no longer exploit the resources of this earth—the trees, the water, and other natural resources—without any care for coming generations. Common sense tells us that unless we change, we won’t survive. This Earth Day let’s resolve to live in harmony with nature."
Complete the following sentence,"Time is always moving on; nothing can stop it. We can't change the past, but we can learn from it to shape the future. Stress on ‘us’ and ‘them’ is a source of conflict. We neglect basic human qualities of kindness and compassion. Let’s work together to create a happier future."
Complete the following sentence,"There's an intimate connection between love and compassion, on the one hand, and genuine happiness, on the other. The indispensability of compassion touches us all, from the very first day of our lives, when we're wholly dependent on the love of our mother or some other caregiver"
Complete the following sentence,"Self-centredness creates a distance from others, leading to dishonesty, fear and anger. This is how disturbing emotions work. While fear, hatred and anger, are bad for our health, concern for others leads to self-confidence and inner strength, while helping to reduce anger."
Complete the following sentence,"As a human being, I am committed to the promotion of what I call basic human values, by which I mean especially compassion. Nurturing the compassionate seed within us and acting out of this innate capacity are the keys to fulfilling our basic aspiration to happiness."
Complete the following sentence,"A deep awareness of the goodness of human beings, that they are essentially kind, helpful, and gentle, can give us courage and hope. On a personal level too, such a vision of our basic nature can help promote a greater sense of well-being and connectedness with others."
Complete the following sentence,"Sometimes we feel we can’t do much by ourselves, but humanity is made up of individuals; we can make a difference. As individuals we can influence our own families. Our families can shape our communities and our communities form our nations. Together we can make a better world."
Complete the following sentence,"It’s not enough to pray for peace of mind, we have to examine what’s disturbing us and eliminate it. In the same way, just wishing to be well won’t cure physical illness; you have to adopt the preventive measures and take the prescribed medicine."
Complete the following sentence,"I urge young women to accept leadership roles. We need you to promote love and compassion. Realise my dream—that the 200 nations of the world be governed by women. There’ll be less war, violence, and economic and social injustice because strength is rooted in love and compassion"
Complete the following sentence,"We all want to live a life free from turmoil, but we need to have a realistic method to achieve our goal. Warm-heartedness is essential—it yields a calm mind and self-confidence, enabling us to act openly, honestly and transparently, free from anxiety, fear and suspicion."
Complete the following sentence,"We have two kinds of emotion, those that are destructive, like anger and jealousy, which destroy our peace of mind and damage our health. But we also have other constructive emotions, like compassion, that bring us inner strength."
Complete the following sentence,"Look at the world today—violence is rife, weapons proliferate and countries eagerly pursue arms sales. This is a wrong approach. There are other ways to make money. The world needs non-violence and compassion, not in terms of prayers, but as spurs to a different course of action."
Complete the following sentence,"The purpose of life is to be happy. This is what all human beings have in common—the wish to lead a happy life. Many think that happiness is to be found outside us in material things, but actually it’s something that comes from within, from warm-heartedness and concern for others"
Complete the following sentence,"What we need today are universal values based not on faith but on scientific findings, common experience and common sense."
Complete the following sentence,"When you have a more compassionate mind, everything appears to you in a more positive light. If we employ our human intelligence with warm-heartedness, it creates a happy atmosphere and fosters a happy community."
Complete the following sentence,"Since resentment, anger, and animosity bring us no benefit, it is clearly in our own interest to underpin our attitude to all others with a kind of genuine unconditional and unbiased compassion. And doing so will certainly bring us benefits."
Complete the following sentence,"Controlling our desire for more, learning to live within realistic limits, is not only in our own interest. It’s also necessary if we are to overcome the challenges to life on Earth that our incessant quest for more generates—since the material resources of this planet are finite"
Complete the following sentence,"Compassion enhances our self-confidence because a calm mind allows our marvellous human intelligence to bloom. When we’re angry, our thinking is distorted and we don’t see the different aspects of reality. A calm mind enables us to take a broader, more realistic view."
Complete the following sentence,"As human beings, all 7 billion of us are born the same way and die the same way. Physically, mentally and emotionally we are the same. We all want to live a happy life and avoid problems, but in a materialistic culture we overlook the importance of love and affection."
Complete the following sentence,"Time’s always moving on. Nothing can stop it. The question is whether we use our time well or not. We can't do anything about the past, but what happens in the future depends on what we do now. We can create a happier future by remembering that in being human we are all the same."
Complete the following sentence,"Developing compassion you feel much happier within—more calm, more peaceful—and other people respond to that. Through anger, real peace, friendship, and trust are impossible, but through love we can develop understanding, unity, friendship, and harmony — this is valuable."
Complete the following sentence,"Inter-religious harmony is essential, because each of our religious traditions gives its followers a sense of how to lead a meaningful life. The important thing is to make religion relevant to our daily life rather than simply maintaining old traditions."
Complete the following sentence,I believe all 7 billion human beings alive today are part of one human family. We are born and die in the same way. And what is most precious in our relations with others is warm-heartedness. It yields the peace of mind and inner strength that are fundamental to a happy community
Complete the following sentence,I try to share with other people that the ultimate source of happiness is within us; it’s not found in money and fame. I promote fundamental human values on the basis of scientific findings and common sense. Evidence that basic human nature is compassionate is a source of hope.
Complete the following sentence,"Taking care of our planet, is a matter of looking after our own home. We can no longer exploit the earth’s resources—the trees, water, air and minerals—with no care for the coming generations. I support young people’s protests at governments’ inaction over the climate crisis."
Complete the following sentence,"A source of trouble is that our minds are unruly. We need to effect an inner transformation, to understand that love and affection are a real source of joy. It’s important to be warm-hearted rather than selfish. We’ll be less sick, live longer and have more friends here and now."
Complete the following sentence,"Developing concern for others, thinking of them as part of ‘us’, brings self-confidence, reduces our sense of suspicion and mistrust, and enables us to develop a calm mind. This is important, because a calm mind can help us better cope with physical discomfort and other problems."
Complete the following sentence,"There is an urgent need for India’s traditions of non-violence and compassion in today’s world, which is still riven  by fighting and killing, sometimes even in the name of religion. We have the potential from birth to develop inner values like compassion that yield peace of mind"
Complete the following sentence,"Time is always moving on, Nothing can stop it. The question is whether we use our time properly or not. We can’t do anything about the past, but what happens in the future depends on what we do now."
Complete the following sentence,"Being too self-centred can give rise to anxiety and depression. An effective antidote is to cultivate a sense of altruism, taking the whole of humanity into account. Appreciating the oneness of humanity leads us to recognise our essential equality as human beings."
Complete the following sentence,"When individuals are too self-centred, they tend to be prone to fear, suspicion, anxiety and anger. Compassion and restraining from harming others, act as an antidote to this. Scientists say that it is basic human nature to be compassionate, because we are social animals."
Complete the following sentence,"Joy and happiness are mental events and, according to our day to day experience, mental satisfaction is superior to physical pleasure. We need material development, but it’s a mistake to depend on material things alone to find happiness. We also need to be warm-hearted."
Complete the following sentence,"Anger, suspicion and jealousy disturb our minds. The antidote to these emotions is to cultivate patience and tolerance. Who provides us the opportunity to develop it? The one we call our enemy. Therefore, we can see him or her as a teacher."
Complete the following sentence,"Tackling destructive emotions and practicing loving-kindness is how we should live in the here and now. I am convinced we can become happier individuals, happier communities and a happier humanity by cultivating a warm heart, allowing our better selves to prevail."
Complete the following sentence,"Our modern education systems don't reveal much understanding of how to transform our emotions. To do so, we have to use our intelligence. We need to conduct ourselves with non-violence and on the basis of compassion, cultivate respect for others."
Complete the following sentence,"For me the best introduction is the human face. When I see two eyes, one mouth, one nose, I know I’m dealing with another human being like me. I’m like those young children who don’t care about their companions’ background so long as they smile and are willing to play."
Complete the following sentence,Optimism does not mean being blind to the actual reality of a situation. It means maintaining a positive spirit to continue to seek a solution to any given problem. And it means recognizing that any given situation has many different aspects—positive as well as problematic.
Complete the following sentence,"In today’s world, despite ample material development, too many lack inner peace. One way to counter anger, jealousy and competitiveness is to cultivate non-violence and compassion towards others."
Complete the following sentence,"A fundamentally positive approach is to take account of the oneness of humanity. Dividing the world into 'us' and 'them' might have worked in the past, but it doesn't any more. We have to talk through our problems with our opponents, thinking of them as our fellow human beings."
Complete the following sentence,"Every morning when I wake up, I dedicate myself to helping others to find peace of mind. Then, when I meet people, I think of them as long term friends; I don't regard others as strangers."
Complete the following sentence,"As human beings we are all the same. We have this marvellous intelligence, which sometimes creates problems for us, but when influenced by warm-heartedness it can be really creative and helpful. This is the context in which having moral principles is of such great value."
Complete the following sentence,"What’s truly of value in life? what gives our lives meaning? We weren't born to cause trouble or harm. To be of value, we must develop basic good human qualities---warmth, kindness, compassion. Then our life will become happier and more meaningful."
Complete the following sentence,"It’s our responsibility to work with vision, determination and wisdom to create a happier, more peaceful world. We need to take action, while respecting others and their needs, considering all 7 billion human beings alive today as belonging to one human family."
Complete the following sentence,It’s quite right that students and today's younger generation should have serious concerns about the climate crisis and its effect on the environment. They are being very realistic about the future. They see we need to listen to scientists. We should encourage them.
Complete the following sentence,"Our day-to-day existence is very much alive with hope, although there is no guarantee of our future. There is no guarantee that tomorrow at this time we will be here. But still we are working for that purely on the basis of hope. So, we need to make the best use of our time."
Complete the following sentence,"Religion is about cultivating a more peaceful mind, so it’s disappointing if it becomes a source of conflict. Our traditions share a common message of love and compassion, patience and tolerance. If we also remember the advice about forgiveness, there’ll be no basis for conflict."
Complete the following sentence,"Fear and anxiety easily give way to anger and violence. The opposite of fear is trust, which, related to warm-heartedness, boosts our self-confidence. Compassion also reduces fear, reflecting as it does a concern for others’ well-being. This is what really attracts friends."
Complete the following sentence,"As a human being I am committed to trying to share with others that we are social creatures, because of which, whether we are religious believers or not, we need a sense of concern for others’ well-being."
Complete the following sentence,"I belong to the 20th century generation, while many of you belong to the 21st century. What’s past is past, we can’t change it, but we can learn from it. What is clear is that the future of humanity is in our hands."
Complete the following sentence,Ours is a globalized world. Climate change affects us all; no one can hide from it. The global economy means we need to think of other people as members of one global family. This is why we need humane values based on common sense and common experience in our education systems.
Complete the following sentence,"When you have peace of mind, it's easier to cope with problems. Real change will come about not as a result of prayer, but of using intelligence and taking action."
Complete the following sentence,"Science and technology has brought much development, and yet we still face many man-made problems. We are social animals. We depend on the community in which we live. Therefore, we need a sense of global responsibility, because the well-being of humanity is our own well-being."
